index,Tahun,Comments,preprocessed,tokenize_text,label,score
1215,2024,"Bang will tolong kasih saya kerjaan lagi nganggur neh,saya bisa bikin furniture/interior,bisa masak,bisa edit² video,siram² taneman ngurusin kebon juga bisa,kerjaan apa aja bang yg penting halan bisa buat makan dan bayar cicilan.terimakasih",bang wil tolong kasih kerja nganggur nih bikin furnitureinterior masak edit video siram taneman urus kebon kerja bang hal makan bayar cicilanterimakasih,"['bang', 'wil', 'tolong', 'kasih', 'kerja', 'nganggur', 'nih', 'bikin', 'furnitureinterior', 'masak', 'edit', 'video', 'siram', 'taneman', 'urus', 'kebon', 'kerja', 'bang', 'hal', 'makan', 'bayar', 'cicilanterimakasih']",negatif,-6
1216,2024,Saya mau uangnya buat bayar utang,uang bayar utang,"['uang', 'bayar', 'utang']",negatif,-6
1217,2024,"Yang nggak pernah dapet ,padahal udah follow semua official account ????",follow official account tanda centang tebal lipat tangan,"['follow', 'official', 'account', 'tanda', 'centang', 'tebal', 'lipat', 'tangan']",negatif,-6
1218,2024,"Hadir bang ,Willi,Bandar lampung.??",hadir bang willi bandar lampung wajah dengan mulut buka,"['hadir', 'bang', 'willi', 'bandar', 'lampung', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-6
1219,2024,Aku butuh uang beli motor baru bg  ,butuh uang beli motor bang,"['butuh', 'uang', 'beli', 'motor', 'bang']",negatif,-6
1220,2024,Duh...kpn bisa megang uang segitu??,duh pegang uang segitu wajah gembira dengan mata bahagia,"['duh', 'pegang', 'uang', 'segitu', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",negatif,-6
1221,2024,Minum kawa² dulu abang da,minum kawa abang dah,"['minum', 'kawa', 'abang', 'dah']",negatif,-6
1222,2024,mo sedih tapi bang meiga ngelawak ??,sedih bang meiga lawak wajah menang keras,"['sedih', 'bang', 'meiga', 'lawak', 'wajah', 'menang', 'keras']",negatif,-6
1223,2024,  butuh buat beli hp dek?,butuh beli hp dek,"['butuh', 'beli', 'hp', 'dek']",negatif,-6
1224,2024,udah bertahun ngikutin gak pernah dapat tampa usaha gak bakalan dapat,tahun ikut tampa usaha,"['tahun', 'ikut', 'tampa', 'usaha']",negatif,-6
1225,2024,"bantu jwb ka, di agama kami kalau menuju jenjang pernikahan ada tahapan salahsatunya Perkenalan (aka Pacaran). Kanapa? krna di agama kami ""Menikah hanya boleh 1 kali untuk seumur hidup"". Jadi bijak"" nya memilih pasangan yang sepadan. Krna seumur hidup itu ngga sebentar ????",bantu kak agama jenjang nikah tahap salahsatunya kenal aka pacar agama meni kali umur hidup bijak nya pilih pasang padan umur hidup sebentar wajah senyum dengan mata bahagia wajah senyum lebar dan mejam mata,"['bantu', 'kak', 'agama', 'jenjang', 'nikah', 'tahap', 'salahsatunya', 'kenal', 'aka', 'pacar', 'agama', 'meni', 'kali', 'umur', 'hidup', 'bijak', 'nya', 'pilih', 'pasang', 'padan', 'umur', 'hidup', 'sebentar', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'lebar', 'dan', 'mejam', 'mata']",negatif,-6
1226,2024,Secantik apa pun pacar kak wilie lebih cantik ibu dari anak2u,cantik pacar kak wilie cantik ana,"['cantik', 'pacar', 'kak', 'wilie', 'cantik', 'ana']",negatif,-6
1227,2024,Kak wil sorry gw kemarin minta iphone ke lu????,kak wil sorry gue kemarin iphone lu wajah gembira urai air mata wajah gembira urai air mata,"['kak', 'wil', 'sorry', 'gue', 'kemarin', 'iphone', 'lu', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1228,2024,Mas Willie bantu in orang itu hoax ngak,mas willie bantu orang hoax,"['mas', 'willie', 'bantu', 'orang', 'hoax']",negatif,-6
1229,2024,Kapan saya dapat hadiah kakk willi ...saya gak pernah dapat buat bayar hutang kakk willi,hadiah kak willi bayar hutang kak willi,"['hadiah', 'kak', 'willi', 'bayar', 'hutang', 'kak', 'willi']",negatif,-6
1230,2024,tetap satu pilihan tentu nya sudah coblos nmr02.??,pilih nya coblos nmr lengan otot,"['pilih', 'nya', 'coblos', 'nmr', 'lengan', 'otot']",negatif,-6
1231,2024,Mau dong kak 500ribu buat bayar utang ??,kak ribu bayar utang wajah memelas,"['kak', 'ribu', 'bayar', 'utang', 'wajah', 'memelas']",negatif,-6
1232,2024,Bang Wil saya butuh uang nih buat beliin hp Ade saya,bang wil butuh uang nih belikan hp adek,"['bang', 'wil', 'butuh', 'uang', 'nih', 'belikan', 'hp', 'adek']",negatif,-6
1233,2024,"Gilaaa.... boleh deh 10, boleh deh 10, boleh deh angkut. Gak pake mikir, kapan gue juga gitu ?? beli GK pake mikirin uang nya abis gak ya cukup gak ya ????",gila deh deh deh angkut pakai mikir gue wajah menang keras beli pakai pikir uang nya habis ya ya wajah menang keras wajah gembira urai air mata,"['gila', 'deh', 'deh', 'deh', 'angkut', 'pakai', 'mikir', 'gue', 'wajah', 'menang', 'keras', 'beli', 'pakai', 'pikir', 'uang', 'nya', 'habis', 'ya', 'ya', 'wajah', 'menang', 'keras', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
1234,2024,"??????bedak q cuma 15rb situ bedak 1,400jt??????",tidak lihat tidak lihat tidak lihat bedak ku rb situ bedak jt wajah tidur wajah tidur wajah tidur,"['tidak', 'lihat', 'tidak', 'lihat', 'tidak', 'lihat', 'bedak', 'ku', 'rb', 'situ', 'bedak', 'jt', 'wajah', 'tidur', 'wajah', 'tidur', 'wajah', 'tidur']",negatif,-6
1235,2024,"saraan saya untul kak willy..jangan berhenti jadi orang baik,bantu sesama tapi ga usah d kontenin..cukup kak willie aja yg tau jgn smpee netizen tau klo kak willi masih bisa berbuat baik kepada sesama ????",sara untul kak willy henti orang bantu kontenin kak willie tau netizen tau kalo kak willi buat wajah senyum,"['sara', 'untul', 'kak', 'willy', 'henti', 'orang', 'bantu', 'kontenin', 'kak', 'willie', 'tau', 'netizen', 'tau', 'kalo', 'kak', 'willi', 'buat', 'wajah', 'senyum']",negatif,-6
1236,2024,"Yg di pake willie apa sih yang buat nutupin kepala dan badan,jd imut bgt willie nya",pakai willie sih tutup kepala badan imut banget willie nya,"['pakai', 'willie', 'sih', 'tutup', 'kepala', 'badan', 'imut', 'banget', 'willie', 'nya']",negatif,-6
1237,2024,Udah bener yang kk wili lakukan.  Yang comment nya negatif karena tidak faham arti kehidupan anak yg  lebih membutuhkan pendidikan untuk masa depan nya dari pada HP,wili laku comment nya negatif faham arti hidup anak butuh didik nya hp,"['wili', 'laku', 'comment', 'nya', 'negatif', 'faham', 'arti', 'hidup', 'anak', 'butuh', 'didik', 'nya', 'hp']",negatif,-6
1238,2024,PILIH WILLIE LAH NGAPAIN MILIH TUKANG MINTA MINTA,pilih willie kapai pilih tukang,"['pilih', 'willie', 'kapai', 'pilih', 'tukang']",negatif,-6
1239,2024,Bersyukurrr lah kak willie_27Kami mau cari uang buat beli susu aja susah,syukur kak willie kami cari uang beli susu susah,"['syukur', 'kak', 'willie', 'kami', 'cari', 'uang', 'beli', 'susu', 'susah']",negatif,-6
1240,2020,saya pengikut di FB sudah cukup lama berharap dapat hadiah dari Willy . saya memang cuma menggunakan FB sama wa saja .. berharap di FB bisa dapat hadiah ternyata sampai sekarang gak dapat .. saya relakan download ig untuk mengikuti Willy semoga dengan niat ini saya bisa dapat hadiah tapi saya gak mau download tik tok .. sebenarnya saya keberatan menggunakan ig + tik tok  karena boros paketan data .. ini saya niatkan komen dari bawah supaya bisa merasakan hadiah yang selama ini saya inginkan dari Willy,ikut fb harap hadiah willy fb wa harap fb hadiah rela download ig ikut willy moga niat hadiah download tik tok berat ig tik tok boros paket data niat komen rasa hadiah willy,"['ikut', 'fb', 'harap', 'hadiah', 'willy', 'fb', 'wa', 'harap', 'fb', 'hadiah', 'rela', 'download', 'ig', 'ikut', 'willy', 'moga', 'niat', 'hadiah', 'download', 'tik', 'tok', 'berat', 'ig', 'tik', 'tok', 'boros', 'paket', 'data', 'niat', 'komen', 'rasa', 'hadiah', 'willy']",negatif,-5
1241,2020,mirip genjieh Abang   ??????????,genjieh abang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['genjieh', 'abang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1242,2020,Ada babi terbangn??,babi terbangn wajah gembira urai air mata,"['babi', 'terbangn', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1243,2020,  hayo??????,hayo monyet monyet monyet,"['hayo', 'monyet', 'monyet', 'monyet']",negatif,-5
1244,2020,Ada yang gei di tiktok??,gei tiktok kotor,"['gei', 'tiktok', 'kotor']",negatif,-5
1245,2020,Pilih babi terbang????,pilih babi terbang wajah menang keras api,"['pilih', 'babi', 'terbang', 'wajah', 'menang', 'keras', 'api']",negatif,-5
1246,2020,Bolehlah jaketnya lempar kesini?????????? ,jaket lempar kesini wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['jaket', 'lempar', 'kesini', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1247,2020,Gilasii yg ini gtg bgtt??,gilas gtg banget wajah senyum lebar mata hati,"['gilas', 'gtg', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
1248,2020,papa muda anjay,papa muda anjay,"['papa', 'muda', 'anjay']",negatif,-5
1249,2020,Ka Willie dulunya ber otot ??,kak willie dulunya ber otot wajah dengan mulut buka,"['kak', 'willie', 'dulunya', 'ber', 'otot', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-5
1250,2020,cek Dm kak:((??,cek dm kak wajah menang,"['cek', 'dm', 'kak', 'wajah', 'menang']",negatif,-5
1251,2020,Tolong cek dm kak????,tolong cek dm kak lipat tangan wajah renung,"['tolong', 'cek', 'dm', 'kak', 'lipat', 'tangan', 'wajah', 'renung']",negatif,-5
1252,2020,Ga minta apa apa tapi emang lagi butuh helm,butuh helm,"['butuh', 'helm']",negatif,-5
1253,2020,KK Willi bantu bayar utang 1juta,willi bantu bayar utang juta,"['willi', 'bantu', 'bayar', 'utang', 'juta']",negatif,-5
1254,2020,saya mengikuti di FB cukup lama . saya cuma punya FB Sama wa saja . ig dan tik tok saya gak mau karena boros paketan .. dulu saya berharap dapat hadiah di FB dari Willy . ternyata sampai sekarang belom dapat .. dan saya niatkan untuk download ig saja untuk mengikuti dan melihat di Ig Willy dari 0 supaya bisa dapat hadiah dari Willy,ikut fb fb wa ig tik tok boros paket harap hadiah fb willy niat download ig ikut ig willy hadiah willy,"['ikut', 'fb', 'fb', 'wa', 'ig', 'tik', 'tok', 'boros', 'paket', 'harap', 'hadiah', 'fb', 'willy', 'niat', 'download', 'ig', 'ikut', 'ig', 'willy', 'hadiah', 'willy']",negatif,-5
1255,2020,kapan peluk pacar wil ??,peluk pacar wil wajah gembira urai air mata,"['peluk', 'pacar', 'wil', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1256,2020,Maybe besok aku yang berada di posisi boneka itu ????,maybe besok posisi boneka wajah menang keras itik tetas,"['maybe', 'besok', 'posisi', 'boneka', 'wajah', 'menang', 'keras', 'itik', 'tetas']",negatif,-5
1257,2020,Sedih tiap DM komen ngga pernah di respon sama sekali padahal aku udah follow Kaka ?? pengen nangis,sedih dm komen respon follow kakak wajah menang pengin menang,"['sedih', 'dm', 'komen', 'respon', 'follow', 'kakak', 'wajah', 'menang', 'pengin', 'menang']",negatif,-5
1258,2020,Ka willie tolong cek DM kuh dong????,kak willie tolong cek dm kuh lipat tangan wajah malaikat,"['kak', 'willie', 'tolong', 'cek', 'dm', 'kuh', 'lipat', 'tangan', 'wajah', 'malaikat']",negatif,-5
1259,2020,Duhh ga nahan sumpaaa,duh tahan sumpa,"['duh', 'tahan', 'sumpa']",negatif,-5
1260,2020,  JAHAH parah luuh,jahah parah luuh,"['jahah', 'parah', 'luuh']",negatif,-5
1261,2020,Cood parah,cood parah,"['cood', 'parah']",negatif,-5
1262,2020,Ga mau thr tp butuh hel.,thr butuh hel,"['thr', 'butuh', 'hel']",negatif,-5
1263,2020,Masih polos bngt abang yang satu ini disini??????,polos banget abang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['polos', 'banget', 'abang', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1264,2020,Blur but not same with your feeling ??,blur but not same with your feeling wajah senyum lebar mata hati,"['blur', 'but', 'not', 'same', 'with', 'your', 'feeling', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
1265,2020,    koko Fulbert Homo ??,koko fulbert homo mual,"['koko', 'fulbert', 'homo', 'mual']",negatif,-5
1266,2020,  telat lu,telat lu,"['telat', 'lu']",negatif,-5
1267,2020,saya cuma punya FB dan WA .. tik tok saya gak punya Ig juga gak punya kemarin karena boros paket data .. sekarang saya relakan download ig buat mengikuti Willy,fb wa tik tok ig kemarin boros paket data rela download ig ikut willy,"['fb', 'wa', 'tik', 'tok', 'ig', 'kemarin', 'boros', 'paket', 'data', 'rela', 'download', 'ig', 'ikut', 'willy']",negatif,-5
1268,2020,Kak minta pulsa 100 ????,kak pulsa wajah menang keras wajah menang keras,"['kak', 'pulsa', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-5
1269,2020,Kakka tolong bales DM aku ka ??  ,kakka tolong balas dm kak wajah menang,"['kakka', 'tolong', 'balas', 'dm', 'kak', 'wajah', 'menang']",negatif,-5
1270,2020,Cek DM kak ??,cek dm kak wajah gembira urai air mata,"['cek', 'dm', 'kak', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1271,2020,Uwow??????bismillah hoodie bts??serius nih kak aku pengen hoodie,uwow wajah dengan mulut buka wajah dengan mulut buka wajah dengan mulut buka bismillah hoodie bts wajah gembira urai air mata serius nih kak pengin hoodie,"['uwow', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka', 'wajah', 'dengan', 'mulut', 'buka', 'bismillah', 'hoodie', 'bts', 'wajah', 'gembira', 'urai', 'air', 'mata', 'serius', 'nih', 'kak', 'pengin', 'hoodie']",negatif,-5
1272,2020,"""nah ni lebih bagus gada mukanya"" bengeek anjir??",nih bagus muka bengeek anjir wajah menang keras,"['nih', 'bagus', 'muka', 'bengeek', 'anjir', 'wajah', 'menang', 'keras']",negatif,-5
1273,2020,"Assalamualaikum kak,,,,Follback donk.??????????",assalamualaikum kak follback dong wajah memelas tunjuk ke arah kanan warna kulit cerah tunjuk ke arah kiri warna kulit cerah,"['assalamualaikum', 'kak', 'follback', 'dong', 'wajah', 'memelas', 'tunjuk', 'ke', 'arah', 'kanan', 'warna', 'kulit', 'cerah', 'tunjuk', 'ke', 'arah', 'kiri', 'warna', 'kulit', 'cerah']",negatif,-5
1274,2020,Ni paling bagus.  Kenapa?  Nggak ada mukanya. Aduh ngakak??,nih bagus muka aduh akak wajah gembira urai air mata,"['nih', 'bagus', 'muka', 'aduh', 'akak', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1275,2021,Di tmpat ku dong kak bagi² kayak gitu,tmpat ku kak bagi kayak,"['tmpat', 'ku', 'kak', 'bagi', 'kayak']",negatif,-5
1276,2021, .bromo takut mana dibohongin kan jaman sekrg bnyak prank,bromo takut dibohongin jaman sekrg prank,"['bromo', 'takut', 'dibohongin', 'jaman', 'sekrg', 'prank']",negatif,-5
1277,2021, .keris NeiKei ??,keris neikei wajah senyum lebar mata hati,"['keris', 'neikei', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
1278,2021,Udah dibanting nihh om....ya udh bagus kalo udah ...??,banting nih om ya bagus kalo wajah gembira urai air mata,"['banting', 'nih', 'om', 'ya', 'bagus', 'kalo', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1279,2021,Butuh bgt kak mau dong saya,butuh banget kak,"['butuh', 'banget', 'kak']",negatif,-5
1280,2021,Mau dong kak saya lagi butuh uang kak????,kak butuh uang kak lipat tangan wajah menang,"['kak', 'butuh', 'uang', 'kak', 'lipat', 'tangan', 'wajah', 'menang']",negatif,-5
1281,2021,  pdhl Fany dah seneng bgt waktu dapet chat dan d ajarin caranya gmna. Udah d turutin sesuai caranya mlh yg katanya dapet 5jt mlh Abang akhirnya cuma diem. Pdhl Fany kalau dapet pengin bgt kalau bisa terkabulkan jd bisa bahagiain orang tua. Mamah papa Fany??,fany deh senang banget chat ajar turutin sesuai jt abang diam fany pengin banget kabul bahagiain orang tua mamah papa fany wajah renung,"['fany', 'deh', 'senang', 'banget', 'chat', 'ajar', 'turutin', 'sesuai', 'jt', 'abang', 'diam', 'fany', 'pengin', 'banget', 'kabul', 'bahagiain', 'orang', 'tua', 'mamah', 'papa', 'fany', 'wajah', 'renung']",negatif,-5
1282,2021,Mengandung bawang bangeettt buat aku yg cengeng??,kandung bawang banget cengeng wajah menang,"['kandung', 'bawang', 'banget', 'cengeng', 'wajah', 'menang']",negatif,-5
1283,2021,Mksh ko   gara" video ini aku jd flashback kangen pngn balik Jakarta lg... Soalnya dulu aku ngontrak di duri Kepa.. deket lokasi di video itu di kawasan Greenville...,terima kasih gara video flashback kangen pengin jakarta ngontrak duri kepa lokasi video kawasan greenville,"['terima', 'kasih', 'gara', 'video', 'flashback', 'kangen', 'pengin', 'jakarta', 'ngontrak', 'duri', 'kepa', 'lokasi', 'video', 'kawasan', 'greenville']",negatif,-5
1284,2021,Iri banget guaaaa??,iri banget gua wajah menang keras,"['iri', 'banget', 'gua', 'wajah', 'menang', 'keras']",negatif,-5
1285,2021,Iri buangetttt??,iri banget wajah menang,"['iri', 'banget', 'wajah', 'menang']",negatif,-5
1286,2021,Pengen juga jadi iri ??,pengin iri wajah menang keras,"['pengin', 'iri', 'wajah', 'menang', 'keras']",negatif,-5
1287,2021,Kak borong ayah aku dong nasi goreng ayahku jualannya hari ini sepi ??????????,kak borong ayah nasi goreng ayah jual sepi wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['kak', 'borong', 'ayah', 'nasi', 'goreng', 'ayah', 'jual', 'sepi', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-5
1288,2021,"Seneng banget ya rasanya bisa berbagi ini,aduh ini akun bkin nangis teroos??",senang banget ya bagi aduh akun bikin menang teroos wajah menang,"['senang', 'banget', 'ya', 'bagi', 'aduh', 'akun', 'bikin', 'menang', 'teroos', 'wajah', 'menang']",negatif,-5
1289,2021,Ka    Pgenn bgt hpa. Ini udh eror??,kak pengin banget hpa eror wajah menang,"['kak', 'pengin', 'banget', 'hpa', 'eror', 'wajah', 'menang']",negatif,-5
1290,2021,KO WILL CEK DM KU??,wil cek dm ku wajah menang,"['wil', 'cek', 'dm', 'ku', 'wajah', 'menang']",negatif,-5
1291,2021,Tolong cek dm kak????,tolong cek dm kak lipat tangan wajah renung,"['tolong', 'cek', 'dm', 'kak', 'lipat', 'tangan', 'wajah', 'renung']",negatif,-5
1292,2021,Kk aku kpn butuh buat pesantren,butuh pesantren,"['butuh', 'pesantren']",negatif,-5
1293,2021,Bocil ff meresahkan wkwk,bocil f resah wkwk,"['bocil', 'f', 'resah', 'wkwk']",negatif,-5
1294,2021,Jangan bang nanti kebiasaan. Mending gift aku skin bang di ML????,bang biasa mending gift skin bang ml wajah gembira urai air mata wajah gembira urai air mata,"['bang', 'biasa', 'mending', 'gift', 'skin', 'bang', 'ml', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1295,2021,Pada ngemis goblok kaowkaowka,ngemis goblok kaowkaowka,"['ngemis', 'goblok', 'kaowkaowka']",negatif,-5
1296,2021,Aku jadi iri??,iri wajah menang,"['iri', 'wajah', 'menang']",negatif,-5
1297,2021,Kak Willie aku kena tipu kak aku kira kak Willie ngasih giveaway bneran ternyata aku ditipu dan uang ku di kurang semua kak????,kak willie kena tipu kak kak willie asih giveaway benar tipu uang ku kak wajah menang keras wajah menang keras,"['kak', 'willie', 'kena', 'tipu', 'kak', 'kak', 'willie', 'asih', 'giveaway', 'benar', 'tipu', 'uang', 'ku', 'kak', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-5
1298,2021,Bang Wili pngen dong iPhone 13 pro max ka buat ganti hpe aku yang Uda pica?? ??,bang wili pengin iphone pro max kak ganti hpe pica wajah menang wajah memelas,"['bang', 'wili', 'pengin', 'iphone', 'pro', 'max', 'kak', 'ganti', 'hpe', 'pica', 'wajah', 'menang', 'wajah', 'memelas']",negatif,-5
