,index,Tahun,Comments,preprocessed
1953,395,2024,  nih bang ada mangsa,nih bang mangsa
1954,397,2024,Bang rambut nya ke samber petirr ya😂,bang rambut nya samber petir ya wajah gembira urai air mata
1955,399,2024,Heyyy    biar dia cari pacar sendiri lu sasimo yakkkk😒😒😒,hey biar cari pacar lu sasimo ya wajah bosan wajah bosan wajah bosan
1956,400,2024,Landak gatel,landak gatel
1957,401,2024,"""yuk bisa yuk""",yuk yuk
1958,402,2024,"Cukur apa bang rambut nya udah kaya ayam"" SD sepuh wkwkwk",cukur bang rambut nya kayak ayam sd sepuh wkwkwk
1959,405,2024,bang kaya koltol,bang kayak koltol
1960,407,2024,Pacarnya tertekan,pacar tekan
1961,408,2024,Klau pacar saya 130...kamu cmn dkit..KONTOL,pacar cuman dkit kontol
1962,409,2024,Jancok kepeksan ngunu,jancok kepeksan ngunu
1963,410,2024,Ceweknya kaya tertekan😂,cewek kayak tekan wajah gembira urai air mata
1964,411,2024,Pada percaya😂,percaya wajah gembira urai air mata
1965,412,2024,Pacarin chatez,pacarin chatez
1966,413,2024,STAR BOYS NYA MEDAN🙌🔥,star boys nya medan angkat tangan api
1967,414,2024,HARTA TAHTA RICCIE🤑,harta tahta riccie wajah materialistis
1968,415,2024,kelas tradingnya masih ada bang?😂,kelas tradingnya bang wajah gembira urai air mata
1969,416,2024,aku mau ipone doang sih 😂,ipone doang sih wajah gembira urai air mata
1970,417,2024,Pacar k18 nya seperti tersiksa ya😂,pacar k nya siksa ya wajah gembira urai air mata
1971,420,2024,Mending sama itu aja kak halalin aja😂,mending kak halalin wajah gembira urai air mata
1972,421,2024,Gak cocok😢😢😢,cocok wajah menang wajah menang wajah menang
1973,422,2024,Ka aku mau hp phone pis KA,kak hp phone pis kak
1974,423,2024,Palingnya cwe nya perawatan facial doank😂😂,paling cewek nya awat facial doang wajah gembira urai air mata wajah gembira urai air mata
1975,424,2024,Potong rambut lah om biar kaya jadi starboy,potong rambut om biar kayak starboy
1976,425,2024,Perawatan elit banget potong rambut nya sulit,awat elit banget potong rambut nya sulit
1977,426,2024,Hebat kamuni,hebat kamuni
1978,427,2024, ._ dia kristen?  Kirain gw islam, kristen gue islam
1979,428,2024,Salfok sama nama mba Helen sama sama Helen 😅,salah fokus nama mbak helen helen wajah senyum lebar dan keringat
1980,429,2024,  mau dong aku kak,kak
1981,430,2024,Muka Pacarny Kek terpaksa banget anjir 😂,muka pacarny kayak paksa banget anjir wajah gembira urai air mata
1982,431,2024, ._ haha, haha
1983,435,2024,pasti cewek ny bayar sendiri wkwkkwkw,cewek nya bayar wkwkkwkw
1984,436,2024,Kasian mukannya kaya terpaksa batt wkwk,kasihan mu kayak paksa banget wkwk
1985,437,2024,sasimo babi,sasimo babi
1986,438,2024,Yaelah perawatan aja ngomong,yaelah awat omong
1987,439,2024,"Org freckkk, pick mereka boyy",orang freck pick boy
1988,440,2024,Takut ih di suntik sih,takut ih suntik sih
1989,441,2024,Muka cewenya kek ngga nyaman gitu,muka cewenya kayak nyaman
1990,442,2024,Mau bang,bang
1991,443,2024,Mau nikahin pacar yang ke berapa kak?,nikah pacar kak
1992,444,2024,Kocak lu banh tolol riccenick tolol masa pcr jadi pcr lu pcr lu 19 doang gua ada 25,kocak lu banh tolol riccenick tolol pcr pcr lu pcr lu doang gua
1993,445,2024,Wa pacarkaka banya banget ka mala cantik cantik semua 😍😍😍😍,wa pacarkaka banya banget kak mala cantik cantik wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati
1994,446,2024,Udh komen nij,komen nij
1995,447,2024,mbak krudung merah:gue juga boleh jadi pacar lo yang selanjutnya,mbak kerudung merah gue pacar lo
1996,448,2024,KA kalo Kaka sama Tante tante cemburu ga,kak kalo kakak tante tante cemburu
1997,451,2024,Lah yg perawatan dianya? Gw pikir cewenya wkwkwk pantes bt muka cewenya😭🤣😅,awat dia gue pikir cewenya wkwkwk muka cewenya wajah menang keras tertawa terbahakbahak wajah senyum lebar dan keringat
1998,452,2024,Gua ga liat cewenya perawatan,gua lihat cewenya awat
1999,453,2024,Kok mirip teman gw 😢,teman gue wajah menang
2000,454,2024,Bang itu catezz?,bang catez
2001,455,2024,"Kaku amat pacarya bg,kurang mendalami peranya",kaku pacarya bang dalam pera
2002,456,2024,Yg 5 abis kontrak 😂,habis kontrak wajah gembira urai air mata
2003,457,2024,  berani lah dia kan Kristen kocak,berani kristen kocak
2004,458,2024,"Cewenya ga di ajak juga kak,, 😂kasian itu ga di ajak treatment jg muka.a dah mau nanges 😂😂",cewenya ajak kak wajah gembira urai air mata kasihan ajak treatment mukaa deh nanges wajah gembira urai air mata wajah gembira urai air mata
2005,459,2024,Aku mau ka😍,kak wajah senyum lebar mata hati
2006,460,2024,dia yg eee rere di YouTube bukan si,e rere youtube sih
2007,461,2024,Starboy mana nich,starboy nih
2008,462,2024,Lu punya duit lu punya kuasa,lu duit lu kuasa
2009,463,2024,cba spill harga perawatan cewe nya jg dong sama gk harga nya😂,coba spil harga awat cewek nya harga nya wajah gembira urai air mata
2010,464,2024,"Waduh kok g d ajak semua,,,, uang mu tk sebanyak itu zah....",ajak uang mu zah
2011,468,2024,  aku mau uang y ajh ka buat pulkam mudh2an d baca aminn,uang ya kak pulkam mudhan baca amin
2012,469,2024,Kok mukanya kayak tertekan ya?,muka kayak tekan ya
2013,470,2024,Bg bg udh udh jg bg jadi ply boy klo duit udh bertindak 😂,bang bang bang ply boy kalo duit tindak wajah gembira urai air mata
2014,471,2024,"Bang mau iphone bang, soalny hp aku udh rada rada😢",bang iphone bang soalny hp rada rada wajah menang
2015,472,2024,Minimal di nikahin bang,minimal nikah bang
2016,475,2024,Kk aku mau hp androt pun ngk pp kk aku pngen puya hp kk plisss aku mau.aku blm puya hp kk akh konsi sma ortu,hp androt p pengin puya hp plis mauaku puya hp akh konsi orang tua
2017,476,2024,Kok pacarnya gak diajak ikur oerwatan syg duitnya ya kakak klo traktir😂😂,pacar ajak ikur oerwatan sayang duit ya kakak kalo traktir wajah gembira urai air mata wajah gembira urai air mata
2018,477,2024,Knpa ga diajak semua pacarnya ka.....,ajak pacar kak
2019,478,2024,Mukanya gak senyum sama sekali.,muka senyum
2020,481,2024,Dalem hati cweknya.. Kalau ga karna uang mu ak gamau juga si.. Pas mu lg susah smua lari😂😂😂,dalem hati cweknya uang mu sih pas mu susah lari wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
2021,482,2024,Ku kira Catherine njr si  ,ku catherine njr sih
2022,483,2024,Bang ganteng gue sdh follow ni mna iphone nya bang😮,bang ganteng gue follow nih iphone nya bang wajah dengan mulut buka
2023,484,2024,Ku kira ham**,ku ham
2024,485,2024,"Donate palestina kak riccie, kan kak riccie baik trs itung itung sedekah. Kalo gak donate ke anak anak di papua",donate palestina kak riccie kak riccie itung itung sedekah kalo donate anak anak papua
2025,486,2024,riccienick siapaaa,riccienick
2026,487,2024,Kl gw ma cukup rajin wudhu aja dan thajud  aouto ccerah sedunia,kalo gue rajin wudhu thajud aouto ccerah dunia
2027,488,2024,Coba kalo berani nonton siksa neraka bareng pacar pacar sia anjg,coba kalo berani tonton siksa neraka bareng pacar pacar sia anjg
2028,489,2024,Kak katanya pacar nya banyak tapi aku lihat ada 5,kak pacar nya lihat
2029,490,2024,Gila sih Bang Riccie ini udahh ganteng kaya lagi idaman para wanita banget udah pasti semangat terus Bang☺️,gila sih bang riccie ganteng kayak idam wanita banget semangat bang wajah senyum
2030,491,2024,"Hanya pacar, belum jadi istri 👎",pacar istri jempol ke bawah
2031,492,2024,Yailah endorse doang aja gaya pake duit sendiri dong tiap minggu klo berani,yailah endorse doang gaya pakai duit minggu kalo berani
2032,493,2024,  Bener banget...All in Prabowo---------------Ghibran,banget al prabowo ghibran
2033,494,2024,"1 aja susah,malah ini 18 🤦🏻‍♂️",susah pria tepuk jidat warna kulit cerah
2034,495,2024,Mending buat umroh/haji,mending umrohhaji
2035,496,2024,siapa yang pengen diajak perawatan juga,pengin ajak awat
2036,497,2024,Bening's klinik kecantikan terbaik sih ❤️,beningsi klinik cantik baik sih hati merah
2037,498,2024,daripada perawatan 40 juta mending lu bahagian in orang tua atan nikahin pacar lu noh semuanya daripada buang buang duit mulu ngajah shoping mending nikahin,awat juta mending lu bahagian orang tua atan nikah pacar lu noh buang buang duit mulu ngajah shoping mending nikah
2038,499,2024,Adiknya x bukan pacarnya.masih bocil paling juga SMP..🤣,adik kali pacarnyamasih bocil tertawa terbahakbahak
2039,500,2024,Waduh banyak banget pacarnya,banget pacar
2040,501,2024,  mau di transfer ajh ko  kalo bener,transfer kalo
2041,502,2024,Mau donk😮,wajah dengan mulut buka
2042,503,2024,coba perawatan di antena bg paling mahal n ajak pacar 100 orgnya🤭😘,coba awat antena bang mahal n ajak pacar orgnya wajah dengan tangan tutup mulut wajah beri cium jauh
2043,505,2024,Dalam hati mbak mbak yang dikasih tau:gaada yang nanya jir.  Dalam hati pacarnya:dahlah,hati mbak mbak kasih tau jir hati pacar dah
2044,506,2024,Kak riccie tamvan😂,kak riccie tamvan wajah gembira urai air mata
2045,507,2024,kaa ricie pacar nya cantik cantik ya semoga ka riccienick nambah pacarnya,kak ricie pacar nya cantik cantik ya moga kak riccienick tambah pacar
2046,508,2024,Gagu ya pacarnya,gagu ya pacar
2047,509,2024,  wkwk fr😂,wkwk fr wajah gembira urai air mata
2048,510,2024,Cukur rambut bg auto keren abg nya,cukur rambut bang auto keren abang nya
2049,511,2024,Gantungan juga gua lu menang uang aj,gantung gua lu menang uang
2050,512,2024,Bang kasih aku akun sultan buat main ff plisss dijawabb,bang kasih akun sultan main f plis
2051,513,2024,Paling seneng liat riccie ngnten brg bule barbie,senang lihat riccie ngnten bareng bule barbie
2052,514,2024,Cocokk kkkkkkk😍😍,cocok wajah senyum lebar mata hati wajah senyum lebar mata hati
2053,515,2024,  iya bener bgt,iya banget
2054,517,2024,Kok bisa ya makhluk kek gitu di lepas dari kandangnya kasian tu bule,ya makhluk kayak lepas kandang kasihan bule
2055,518,2024,Plis    jangan pacaran sama diaa😭,plis pacar wajah menang keras
2056,519,2024,Hati2 dg 2 makanan itu ..bau nya luar biasa ..saat ciuman.bisa gagal ..hehehe,hatihati makan bau nya ciumanbisa gagal hehehe
2057,521,2024,Ngak berapa cowok tu...mkn mkanan bau pun nga k dpt...apa lh lelaki!??🤣🤣🤣🤣🤣🤣,cowok mkanan bau lelaki tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
2058,522,2024,Muka omes...,muka omes
2059,523,2024,Lah bule aj secakep itu makan pake tangan 😍,bule cakep makan pakai tangan wajah senyum lebar mata hati
2060,524,2024,masuk anying  minum antanying,masuk anying minum antanying
2061,529,2024,BANYAK LELAKI BAIK ATTITUDE BAIK SI BODOH INI JUGAK LU SUKA..MEMANG BULE INI BODOH,lelaki attitude sih bodoh lu suka bule bodoh
2062,530,2024,digtuin lgsng salting si bule nyaa😂😂,digtuin lgsng salting sih bule nya wajah gembira urai air mata wajah gembira urai air mata
2063,531,2024,"rambutnya d rapiin cba, mngkin lbh seger...si bule berbie ko mau, dr bribu cwo ganteng d indonsia 😂😂 cwo indo byk ganteng loh tp byk jga ganteng² gay😂😂😂😂",rambut rapiin coba segar sih bule berbie bribu cowok ganteng indonsia wajah gembira urai air mata wajah gembira urai air mata cowok indonesia ganteng loh ganteng gay wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
2064,532,2024,raine ancen koyok kadal ngunu ta mas,raine ancen koyok kadal ngunu ta mas
2065,533,2024,"  jangan sama dia pliiissss 😮 yang lain aja, nanti kamu diguna2 loh 😂",pliis wajah dengan mulut buka guna loh wajah gembira urai air mata
2066,535,2024,"Hati"" neng dia siluman kadal😂😂",hati neng siluman kadal wajah gembira urai air mata wajah gembira urai air mata
2067,536,2024,Riccie riccie sa ae lu,riccie riccie sa lu
2068,537,2024,Dragon bal,dragon bal
2069,538,2024,Bule gk takut ya dekat buaya nanti di gigit lo,bule takut ya buaya gigit lo
2070,539,2024,Apaan sih sarang wallet sok asik,sih sarang wallet sok asik
2071,541,2024,  wkwkwk koment nya wkwkwk😂😂,wkwkwk komentar nya wkwkwk wajah gembira urai air mata wajah gembira urai air mata
2072,542,2024,Ni bule pinter banget ngomong asal ceplas-ceplos kwkw😂😂,nih bule pintar banget omong ceplasceplos kwkw wajah gembira urai air mata wajah gembira urai air mata
2073,543,2024,Jangan mau sma dia wkwk😂,wkwk wajah gembira urai air mata
2074,544,2024,"Jgn mau, dia cuman mau ngincer yg warna pink",cuman ngincer warna pink
2075,545,2024,Padahal makanan paporit😂tau,makan paporit wajah gembira urai air mata tau
2076,546,2024,  kuda lumping bang wkwk,kuda lumping bang wkwk
2077,547,2024,cowok ini kelihatan gak bener nya,cowok nya
2078,549,2024,Kayaknya dia saling suka dehh😂,kayak suka deh wajah gembira urai air mata
2079,550,2024,Sun boleh ae,sun
2080,551,2024,Padahal nyaman Pete tercinta lhohhhh🙈,nyaman pete cinta lhoh tidak lihat
2081,552,2024,Si landak mulai meresahkan 😂,sih landak resah wajah gembira urai air mata
2082,553,2024,mau aja neng sama buaya rambut abis ke samber petirr😂,neng buaya rambut habis samber petir wajah gembira urai air mata
2083,554,2024,Neng korban ya udah banyak 😢😢😢jngn kau selanjutnya jadi korban,neng korban ya wajah menang wajah menang wajah menang kau korban
2084,555,2024,  rambutnya campur tai,rambut campur tahi
2085,556,2024,Jangan mw pacaran sama dragon ball,pacar dragon bal
2086,557,2024,Ka bule jgn mau dibodohi sama itu cowok,kak bule bodoh cowok
2087,558,2024,Sasimo gak tuh😭😭,sasimo tuh wajah menang keras wajah menang keras
2088,559,2024,"""nanti kamu bau dari mulut gabisa cium cewe lain""🗿",bau mulut cium cewek moa
2089,561,2024,""""" kan kita mau cobain kamu gantian """""" 😮",coba ganti wajah dengan mulut buka
2090,562,2024,Eh bule lo tu cantik sayang banget lo pacaran ama dia banyak juga yg lebih ganteng tau,eh bule lo cantik sayang banget lo pacar ganteng tau
2091,563,2024,Joshua DANA riccienick kota,joshua dana riccienick kota
2092,564,2024,hati² kak sama orang gila,hati kak orang gila
2093,565,2024,Sekali liat feeling aku ga enak. Pas liat komen… oh ga salah berarti feeling aku. 😅,lihat feeling enak pas lihat komen oh salah feeling wajah senyum lebar dan keringat
2094,566,2024,Jengkol rendang enak,jengkol rendang enak
2095,567,2024,Pete suka jengkol gak sukak,pete suka jengkol suka
2096,568,2024,Lu belum tau kan  ,lu tau
2097,569,2024,elu sok sok an bau mkn pte,lu sok sok an bau pte
2098,571,2024,Dah sunat ke?,deh sunat
2099,576,2024,Perocot lo dari ibu lo di mana sombong amat loh bilang takut sama jengkol dasar gembel lo,perocot lo lo sombong loh bilang takut jengkol dasar gembel lo
2100,577,2024,Ini cowo ngaku or indonesia tapi kaga nya kaya sok or bole belagu ngomong ga doyan sama jengkol sama pete,cowok aku orang indonesia kagak nya kayak sok orang belagu omong doyan jengkol pete
2101,578,2024,Aku suka Pete tapi gak suka jengkol,suka pete suka jengkol
2102,579,2024,Bule knp ada landak di sampingmu,bule landak samping
2103,580,2024,Makanàn kesukaan gua itu bang jengkol Pete durian behh enak banget bang,makan n suka gua bang jengkol pete durian beh enak banget bang
2104,581,2024,  dia fansku? Kurangin ngelem cil,fansku kurang ngelem cil
2105,583,2024,Enak banget tahu✌️,enak banget isyarat menang
2106,585,2024,Njir cowoknya ada maksud lain ngajak colab ngiciip kamu malah 😢,anjir cowok maksud ajak colab ngiciip wajah menang
2107,586,2024,Barbie kamu jangan dekati dia lagi,barbie dekat
2108,587,2024,Sama juga aku juga gk suka sama jengkol dan Pete,suka jengkol pete
2109,588,2024,Hati² kesamber neng,hati kesamber neng
2110,589,2024,"Riccie lu mending hentiin konten lu yang sok jadi starboy, atau 1 Minggu kedepan lu akan wafat",riccie lu mending hentiin konten lu sok starboy minggu depan lu wafat
2111,590,2024,𝐀𝐚𝐚𝐚𝐚 𝐛𝐚𝐩𝐞𝐫 𝐚𝐢𝐧𝐠 𝐦𝐚𝐡 ❤️🔥,    hati merah api
2112,591,2024,Jadiin pacar boy,jadi pacar boy
2113,592,2024,Jadi ga suka buleberbie,suka buleberbie
2114,593,2024,"  kata urang sunda, ngeheul keun 😖",urang sunda ngeheul keun wajah stres
2115,594,2024,landak rungkun pas beud 🤣🤣🤣🤣🤣🤣,landak rungkun pas banget tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
2116,595,2024,Yg punya easycash 🔥🔥🔥,easycash api api api
2117,596,2024,Alay lu bg,alay lu bang
2118,597,2024,Ko si bule Deket Ama lasun prindavan 😂,sih bule lasun prindavan wajah gembira urai air mata
2119,598,2024,Landak cabul,landak cabul
2120,599,2024,Ini isi komennya pada kenapa sih 🤷🏻‍♀️,isi komennya sih wanita angkat bahu warna kulit cerah
2121,600,2024,🙎:kan kita mo cobain kamu gantian🗿,orang tidak senang coba ganti moa
2122,601,2024,Awas hati-hati dia pengen................,awas hatihati pengin
2123,602,2024,Detik detik sebelum...,detik detik
2124,603,2024,Riche sasimo,riche sasimo
2125,604,2024,"Yang bule aja makan pake tangan ,kok yg asli indo mala pake sendok 🤔🤔",bule makan pakai tangan asli indonesia mala pakai sendok wajah pikir wajah pikir
2126,605,2024,Kmaren: bule Barbie sekarang  .laa di order dulu biar bisa kenalan sama cewek  kyk  .id kan mau maunya kyk Sarah viloid,kemarin bule barbie lah order biar kenal cewek kayak id mau kayak sarah viloid
2127,606,2024,Aku sukanya petenya aja gk suka jengkol nya,suka petenya suka jengkol nya
2128,607,2024,Muka sange keliatan ajg bule hati2 lah wkwk predator itu,muka sange ajg bule hatihati wkwk predator
2129,608,2024,Suka sekali..... Jengkol itu sama harganya sama daging sapi😂,suka jengkol harga daging sapi wajah gembira urai air mata
2130,609,2024,  😂,wajah gembira urai air mata
2131,610,2024,  ngarep.🗿,harap moa
2132,611,2024,"Lah ngapain masih d lanjut barbie rambut modelan kek landak struk gt
Suka aneh sama model rambutnya any😭🤣 mandi juga di sebut ga mandi 6 hari😂",kapai barbie rambut model kayak landak struk suka aneh model rambut any wajah menang keras tertawa terbahakbahak mandi mandi wajah gembira urai air mata
2133,612,2024,"  dorr, wkwwkkw",dor wkwwkkw
2134,613,2024,"Bismillah...... HAPPY BIRTHDAY bang Richie boy🥳🥳🥳.. wish you all the best,,,, and anyone calls you old this birthday, don't worry about it. Just hit him with your cane and throw your dentures at him. 🥳🥳loppyyuu ♡",bismillah happy birthday bang richie boy wajah pesta wajah pesta wajah pesta wish you al the best and anyone calls you old this birthday do nt worry about just hit him with your cane and throw your dentures at him wajah pesta wajah pesta loppyyu
