,Tahun,Comments,preprocessed,,
3454,2022,Aq sk sih lht siska pakainnya sll sopan dan jess jg ga pnh neko2 ??,suka sih lihat siska pakainnya sl sopan jes pnh nekoneko tepuk tangan,,
3455,2022,@zackkyaa_v ????,tertawa terbahakbahak wajah menang keras,,
3456,2022,@clumsyprefer ??,wajah gembira urai air mata,,
3457,2022,Keluarga bahagia,keluarga bahagia,,
3458,2022,klo gw jd siska gw jongkrokin laki gw????,kalo gue siska gue jongkrokin laki gue wajah gembira urai air mata wajah gembira urai air mata,,
3459,2022,Kaya nya Jess no limit kurang hot ?? kurang peka pas sisca minta peluk di kolam,kayak nya jes no limit hot wajah gembira urai air mata peka pas sisca peluk kolam,,
3460,2022,@mahardikasyahti knp yo????,ya wajah gembira urai air mata wajah gembira urai air mata,,
3461,2022,Sisca pembawaannya tenang dan kalem bgt si yawloh??,sisca bawa tenang kalem banget sih ya allah wajah menang keras,,
3462,2022,Mukanya Siska kol ky dlm tekanan gt,muka siska kol kaya tekan,,
3463,2022,Gemesh banget sih kaliannnnnnnnnnn??,gemesh banget sih wajah senyum lebar mata hati,,
3464,2022,Kalem bgt yah couple ini... No bar bar at all????,kalem banget ya couple no bar bar at al tepuk tangan tepuk tangan,,
3465,2022,@clumsyprefer aku ga jomblom tapi aku iri dengan ke sosweetan ini ????????,jomblom iri sosweetan wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3466,2022,Semoga dpat momongan segera y kk,moga dpat momong ya,,
3467,2022,Beda bngt sama si Jane wkwk,beda banget sih jane wkwk,,
3468,2022,Dahlan nyesel gw liat,dahlan sesal gue lihat,,
3469,2022,Lucuneee  @j_dika,lucune,,
3470,2022,Tidak baik untuk kesehatan mata jomblo??,sehat mata jomblo wajah gembira urai air mata,,
3471,2022,@zamzam.z1 info kontrakan di Pluto masih ada gak kuat liatnya ??,z info kontra pluto kuat lihat wajah gembira urai air mata,,
3472,2022,@silvi.handayani23 operasi plastik bang????,handayani operasi plastik bang tepuk tangan tepuk tangan,,
3473,2022,@tephhh19 baru baca wkwk ini challenge klo ujungnya nyebur dua2nya itu buat apaaaa ????,baca wkwk challenge kalo ujung cebur duaduanya wajah agak senyum wajah agak senyum,,
3474,2022,Gemes banget....??????????????,gemas banget wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,,
3475,2022,Pdhal gw udh nikah udh punya anak Rp nnton mereka masih nyengir??,gue nikah anak rp tonton sengir wajah gembira urai air mata,,
3476,2022,makin kesini liat mereka senang bnget semoga cepat punya momongan aaa ga sbaar,kesini lihat senang banget moga cepat momong a sbaar,,
3477,2022,Lucu banfet aakkkkkk,lucu banfet aak,,
3478,2022,GEMESH BGT YAALLAH WKWKWK??,gemesh banget yaallah wkwkwk wajah gembira urai air mata,,
3479,2022,@clumsyprefer tau aja lu saudara gue jomblo dn nyengir  gigi ampe kerng????????,tau lu saudara gue jomblo sengir gigi kerng wajah menang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3480,2022,@clumsyprefer AHAHAHAH,ahahahah,,
3481,2022,Yg jomblo pura" aja gak liat,jomblo pura lihat,,
3482,2022,Njir balikin kuota akuu nyesel liat ke uwuan mereka mana make senyum senyum segala,anjir balikin kuota sesal lihat uwuan pakai senyum senyum,,
3483,2022,@ninariah3137 iri mblo??,iri jomblo wajah gembira urai air mata,,
3484,2022,Seneng banget ngeliat kalian bahagia ?????????,senang banget bahagia hati merah hati merah hati merah,,
3485,2022,yaudah iya aku aja yg nyebur,yaudah iya cebur,,
3486,2022,@sikyndrew ????????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3487,2022,Sweet banget sih??????,sweet banget sih api api api,,
3488,2022,@asri_jesika madu asli dari sarang nya aja mbak,madu asli sarang nya mbak,,
3489,2022,Jd inget alfon njir @abdulmuis_ali,alfon anjir,,
3490,2022,Gw senyum senyummmm ?????????? sendiri,gue senyum senyum wajah menang wajah menang wajah menang wajah menang wajah menang,,
3491,2022,Jompo makin jompo nih????????,jompo jompo nih wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3492,2022,@zamzam.z1 ikuuut,z ikuut,,
3493,2022,Hal sweet seperti ini tidak berlaku buat suamiku @aguzssnto tersayang karna baginya aku mendapat hukuman adalah hal yang sangat di nanti nanti ( sekalian bls dendam gitu) ????????,sweet laku suami sayang bagi hukum balas dendam wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3494,2022,@scrltvlxx iyooo ehhh kiapa kang ??????,iyo eh kiapa kang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3495,2022,@andyyuniverse kwwkwk sa ae??,kwwkwk sa wajah gembira urai air mata,,
3496,2022,Lucu bgtt?????????,lucu banget hati merah hati merah hati merah,,
3497,2022,Lucuuu bgttt iiii??,lucu banget i wajah menang keras,,
3498,2022,@marescha_altan cmn drg yg bgni mar org suka ja lia wkwk,cuman drg mar orang suka lia wkwk,,
3499,2022,@scrltvlxx hahahahaha ?????? kiapa so drg ini kang dpa lia cute skli .. pdhal klo mo pikir lebay mar ucuuu gemesss eh,hahahahaha wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata kiapa sok drg kang dpa lia cute kalo pikir lebay mar ucu gemas eh,,
3500,2022,Bucin no limit,bucin no limit,,
3501,2022,@marescha_altan mo suka ka pluto jo qt hahaha,suka kak pluto jo hahaha,,
3502,2022,Pasti banyak yg terijspirasii,terijspirasi,,
3503,2022,Banyakk. Konten piano kakk,konten piano kak,,
3504,2022,@dani.ahmad2211 Masukin Les piano  juga mahal bang,ahmad pasuk les piano mahal bang,,
3505,2022,@albertofficial88 turkish march,turkish march,,
3506,2022,@ashdjk.sgl bejir,sgl bejir,,
3507,2022,@fyndda_ ini aku diajarin sm diaa ??,ajar wajah nikmat,,
3508,2022,Tombol kenapa ga banyakin konten kyk gini ?????????,tombol banyak konten kayak tanda panah kanan tanda panah kanan tanda panah kanan,,
3509,2022,Mama ny Sophia bagus bgt main ny??,mama nya sophia bagus banget main nya wajah senyum dengan hati,,
3510,2022,Nama musik yang pertama apa ya,nama musik ya,,
3511,2022,Kerennnn ??????,keren api api api,,
3512,2022,@anggipelangii makasih yaa,terima kasih ya,,
3513,2022,@nauraaaa_bintanggg River Flows In You oleh Yiruma,river flows you yiruma,,
3514,2022,Nama musik yang kedua apa ya lupa?,nama musik ya lupa,,
3515,2022,Tap ??? 1000x ?? thank you,tap hati merah x wajah peluk thank you,,
3516,2022,@sahnazwildan F?r Elise oleh Beethoven,f r elise beethoven,,
3517,2022,So touching.. bnykin konten main pianonya??,sok touching bnykin konten main piano wajah senyum lebar mata hati,,
3518,2022,"Musik yang terakhir itu apa ya? Lupa, nyari nyari dari dulu",musik ya lupa cari cari,,
3519,2022,Keren ??,keren jempol ke atas,,
3520,2022,"Kenapa piano identik dg org kaya??,sebab piano harganya mahal dan yg punya rata?org kaya ??",piano identik orang kayak piano harga mahal rata org kayak wajah menang,,
3521,2022,Jarinya bumil siska luxury bingits ??,jari bumil siska luxury banget wajah senyum lebar mata hati,,
3522,2022,@prissilasetiowati hahaha??????,hahaha wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3523,2022,Tolong upload video kalian collab PIANO??,tolong upload video collab piano wajah menang keras,,
3524,2022,gue sukak gaya lo bg,gue suka gaya lo bang,,
3525,2022,Mau iPhone bang,iphone bang,,
3526,2022,Sehat sekeluarga bg jess,sehat keluarga bang jes,,
3527,2022,@nolasint.a bengek ??,a bengek wajah menang keras,,
3528,2022,Yang mainnya piano dan biola adalah orang kaya,main piano biola orang kayak,,
3529,2022,@bbhiyaa_ LANCELOT pernah berkata : kekuranganku adalah menjadi terlalu sempurna,lancelot kurang sempurna,,
3530,2022,kenapa pas sama Sisca jadi keren banget,pas sisca keren banget,,
3531,2022,sweet bener klean???,sweet klean hati merah,,
3532,2022,WOY JAGO BGT,woy jago banget,,
3533,2022,Berasa nonton boys before flowers,asa tonton boys before flowers,,
3534,2022,@wafeeadli  keren,keren,,
3535,2022,@jhohackim sialan ngakak banget ??,sial akak banget wajah gembira urai air mata,,
3536,2022,"Gw mah main ini enngap engapaan padahal cuma suruh ngapalin himne guru , orang gw mah pakenya pianika",gue mah main enngap engapaan suruh ngapalin himne guru orang gue mah pakenya pianika,,
3537,2022,Ternyata kita sama cuma bedanya aku orgen tunggal ??,beda orgen tunggal moa,,
3538,2022,"@nikitadeboraputri mungkin yg dimaksud warisan genetik, kaya kecerdasaannya gitu??",waris genetik kayak kecerdasaannya wajah gembira urai air mata,,
3539,2022,Mupeng bisa main piano bgtu dah,muka pengin main piano deh,,
3540,2022,PGN bucin kaya gini kita yank @ogagreenwood,pengin bucin kayak sayang,,
3541,2022,Bismillah dapet piano baru,bismillah piano,,
3542,2022,Pro sis discs kohl ???????????,pro sis discs kohl wajah dengan mulut buka wajah senyum lebar mata hati hati merah api angkat tangan,,
3543,2022,Wahh.. Keren ci,keren ci,,
3544,2022,@nikitadeboraputri wkwkwkwkwkwk paham konteks gasiii,wkwkwkwkwkwk paham konteks gas,,
3545,2022,"mereka punya anak aja belum, tp warisannya udah dibahas. anda ini memang kadang kadang anda ya ??",anak waris bahas kadang kadang ya wajah gembira urai air mata,,
3546,2022,Orang berada beda ya . Memang pasangan yang pas,orang beda ya pasang pas,,
3547,2022,Keren bgttt ??,keren banget tepuk tangan,,
3548,2022,Keren bgt,keren banget,,
3549,2022,Pengen ajarin main nyaa,pengin ajar main nya,,
3550,2022,Ya Allah romantis amat ya... ?? @siscakohl @jessnolimit,ya allah romantis ya wajah senyum lebar mata hati,,
3551,2022,@jhohackim wkwkwk kok biaa kepikiran komen gini ????,wkwkwk bia pikir komen wajah gembira urai air mata wajah gembira urai air mata,,
3552,2022,Ajig ngakak??,ajig akak wajah gembira urai air mata,,
3553,2022,Pantes main fannynya jago??,main fannynya jago wajah menang,,
3554,2022,Komenan nya +62 slalu menghibur ??????,komentar nya hibur wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3555,2022,@jhohackim mba @mutamimahh12 ????,mbak wajah senyum lebar dan keringat wajah gembira urai air mata,,
3556,2022,IPhone 13 pro max,iphone pro max,,
3557,2022,@bbyyoongiyoul_ thanks kak!??,thanks kak angkat tangan,,
3558,2022,@lessaoctaria gw yg ngambilin rontokan rambut siska aja (kalau rambutnya rontok sih kaya kebanyakan rakyat jelata).wkkw,gue ngambilin rontok rambut siska rambut rontok sih kayak banyak rakyat jelata wkkw,,
3559,2022,@jhohackim ??????????. kl lu jd apa @aksara.2511 ?,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata kalo lu,,
3560,2022,kl lu jd apa @aksara.2511 ????????,kalo lu wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3561,2022,Org kaya beneran itu penampilanya sederhana itu. Q salut sm mreka??,orang kayak benar penampilanya sederhana ku salut tepuk tangan,,
3562,2022,sisca baju nya simple bangettt,sisca baju nya simple banget,,
3563,2022,@zuliakhozanah aku juga gituuuu sama ayaanggggg????,ayaang wajah pusing karena mabuk,,
3564,2022,Bininya lbh jago n lbh lntur jari2 ??????????,bini jago n lntur jarijari wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3565,2022,Ko kamu serba bisa sih,serba sih,,
3566,2022,kamu main bareng apa?? @widhiyansusanti,main bareng,,
3567,2022,@ryanfahmibakery alamak lagu last second tu,alamak lagu last second,,
3568,2022,@jhohackim ??,wajah gembira urai air mata,,
3569,2022,"Aku juga pianist loh, andai sja cwo ku bisa main..?? kn bgs ae kea gini ..Dh lh",pianist loh andai cowok ku main wajah senyum dengan air mata bagus kea dah,,
3570,2022,Aahh.. seneng bgt liatnya. Semoga kalian selalu rukun,aah senang banget lihat moga rukun,,
3571,2022,@intanfiora wkwkwk,wkwkwk,,
3572,2022,@ayyaalghifari hahahahahahah gw jg ngakak bgt bangke,hahahahahahah gue akak banget bangkai,,
3573,2022,"Sama kaya kita suka main piano bareng, piano tiles @rizkypp33",kayak suka main piano bareng piano tiles,,
3574,2022,@jhohackim.ngakak bgt????????,akak banget tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak,,
3575,2022,Pinterny Sisca kohl hebat deh??,pinterny sisca kohl hebat deh tepuk tangan,,
3576,2022,Kenapa ya klo diakun mereka yg komen lucu2. Pokoknya kalau hati gundah gulana baca komen disini aja auto nyengiiir??,ya kalo akun komen luculucu pokok hati gundah gulana baca komen auto nyengiir wajah gembira urai air mata,,
3577,2022,@taufikakbar68514 river flow yiruma,river flow yiruma,,
3578,2022,Dari dulu pengen bangen punya piano :),pengin bangen piano,,
3579,2022,@klements1 river flows in you deng bang,river flows you deng bang,,
3580,2022,"@taufikakbar68514 yiruma, flower in you",yiruma flower you,,
3581,2022,@devi.linday  untung pianika bukan suling??,linday untung pianika suling wajah agak senyum,,
3582,2022,Lagu yang ke 2 apa,lagu,,
3583,2022,Keren sih??,keren sih wajah senyum lebar mata hati,,
3584,2022,@jhohackim @ninaadati @vousmevoir_ co lia dpe komen kw ee????,cowok lia dpe komen kau e tertawa terbahakbahak tertawa terbahakbahak,,
3585,2022,Aku juga gitu sama ayangs ..#tapiboong ????,ayangs wajah menang wajah menang,,
3586,2022,Pastes fasheng,pastes fasheng,,
3587,2022,@nolasint.a sama??????,a wajah menang keras wajah menang keras wajah menang keras,,
3588,2022,river flows in you aaaaa??,river flows you a dua hati,,
3589,2022,"Hadeeehh dah cantik, kaya, good attitude, cerdas pulaa",hadeeh deh cantik kayak good attitude cerdas,,
3590,2022,@jhohackim ????????,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,,
3591,2022,@jhohackim dan aku demgerin ini sambil nyuci berasa nyuci baju sultan????,demgerin nyuci asa nyuci baju sultan wajah gembira urai air mata wajah menang,,
3592,2022,@jazzycaa  yg plg pnting warisan good attitude nya ke turunan mereka nntiny??,pulang waris good attitude nya turun nntiny wajah senyum lebar mata hati,,
3593,2022,semoga dm saya di baca sama kak siska ??,moga dm baca kak siska wajah menang,,
3594,2022,"@opi_el yaiyalah, emng kalo ga makan nasi makan apahhh????mieeehh??sushiii??gaklahh mbakk Drajat orang miski/kaya itu sama aja",yaiyalah kalo makan nasi makan mieeh sushi gaklah mbak drajat orang miskikayak,,
3595,2022,@dkslwm95 emngg knp yaa,ya,,
3596,2022,@rzkyards_ emng knp yaa??,ya,,
3597,2022,@dwityaaziza emngg knp y,ya,,
3598,2022,Alhamdulillah ada 1 kesamaan sama sisca. Makan mie pake nasi ???????? beda nya dia biar gak kepedesan lah gua biar kenyang ??,alhamdulillah sama sisca makan mie pakai nasi tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak beda nya biar kepedesan gua biar kenyang wajah menang keras,,
3599,2022,Tenyata Sisca pernah makan mie pake nasi ??,tenyata sisca makan mie pakai nasi wajah gembira urai air mata,,
3600,2022,Lidah orang kaya,lidah orang kayak,,
3601,2022,@tetistory blm nyoba ini berarti,coba,,
3602,2022,@riswuri20 yg ini yg item ghospeper nya,item ghospeper nya,,
3603,2022,"Kereeeen, bener2 menghargai makanan negara lain?? salutttt??",keren benarbenar harga makan negara wajah senyum lebar mata hati salut api,,
3604,2022,@rzkyards_ ??,wajah gembira urai air mata,,
3605,2022,@el_riss_ try buat ni as a content ??,try nih as a content wajah gembira urai air mata,,
3606,2022,Mie+nasi emang mantaap??,mienasi mantap wajah gembira urai air mata,,
3607,2022,mie nya beli dimana ya?,mie nya beli mana ya,,
3608,2022,Makan nato pake nazi??,makan nato pakai nazi tepuk tangan,,
3609,2022,Emang jodoh ya saling melengkapi. Si sisca tahan bet sama pedas si jess nya kurang kuat pedas. Real jodoh saling melengkapi,jodoh ya lengkap sih sisca tahan banget pedas sih jes nya kuat pedas real jodoh lengkap,,
3610,2022,Mb sis aku kirimin donk... Jd pengen??,mbak sis kirim pengin api,,
3611,2022,Menu bikin diabetes ?? (karbo+karbo+kacang),menu bikin diabetes wajah menang karbokarbokacang,,
3612,2022,"Pake nasi biar gak kerasa terlalu kebakar kepedesan. Nato dipke mie ghost pepper rasa kedelainya lgs hilang, dan gak bakal eneq. Smart??",pakai nasi biar rasa bakar kepedesan nato dipke mie ghost pepper kedelai langsung hilang eneq smart jempol ke atas,,
3613,2022,Suara seraknya kayak lagi ga enak badan,suara serak kayak enak badan,,
3614,2022,@mammi.chula13 natony ya ges ya mihilll,chula natony ya ges ya mihil,,
3615,2022,"Akhirnya ada konten sisca yg bisa gw ikutin, ??",konten sisca gue ikut wajah gembira urai air mata,,
3616,2022,Org kaya aja mkan mie pake nasi lohh??,orang kayak mkan mie pakai nasi loh wajah dengan mulut buka,,
3617,2022,Siska kohl aje makan mie pake nasi. ????,siska kohl makan mie pakai nasi jempol ke atas wajah gembira urai air mata,,
3618,2022,"Budaya indonesia,makan mie pake nasi??",budaya indonesia makan mie pakai nasi angkat tangan,,
3619,2022,"berharap dia mual, tapi kok ga mual mual ???",harap mual mual mual wajah gembira urai air mata,,
3620,2022,Tumben porsi dikit?,tumben porsi dikit,,
3621,2022,@irakkurnia cus lah makan nato pake ghost pepper ??,cus makan nato pakai ghost pepper wajah dengan mata ke atas,,
